variant,event_id,op_id,core,source_core_id,pipe,start,end
control,COPY_OUT##2133,2133,3,2,PIPE_MTE3,217018,217020
control,COPY_IN##2165,2165,3,2,PIPE_MTE2,219166,220807
control,COPY_IN##2169,2169,3,2,PIPE_MTE2,220807,220810
control,ADD##1107,1107,3,2,PIPE_V,220810,221334
control,COPY_IN##2166,2166,3,2,PIPE_MTE2,220810,222452
control,RELU##1108,1108,3,2,PIPE_V,221334,221858
control,RELU##1109,1109,3,2,PIPE_V,221858,222382
control,REDUCE##1110,1110,3,2,PIPE_V,222382,222906
control,COPY_IN##2167,2167,3,2,PIPE_MTE2,222452,223743
control,ADD##1111,1111,3,2,PIPE_V,222906,223430
control,COPY_OUT##2170,2170,3,2,PIPE_MTE3,222906,222911
control,RELU##1112,1112,3,2,PIPE_V,223430,223954
control,COPY_IN##2168,2168,3,2,PIPE_MTE2,223743,224837
control,RELU##1113,1113,3,2,PIPE_V,223954,224478
control,REDUCE##1114,1114,3,2,PIPE_V,224478,225002
control,ADD##1115,1115,3,2,PIPE_V,225002,225526
control,COPY_OUT##2171,2171,3,2,PIPE_MTE3,225002,225004
control,RELU##1116,1116,3,2,PIPE_V,225526,226050
control,RELU##1117,1117,3,2,PIPE_V,226050,226574
control,REDUCE##1118,1118,3,2,PIPE_V,226574,227098
control,ADD##1119,1119,3,2,PIPE_V,227098,227622
control,COPY_OUT##2172,2172,3,2,PIPE_MTE3,227098,227100
control,RELU##1120,1120,3,2,PIPE_V,227622,228146
control,RELU##1121,1121,3,2,PIPE_V,228146,228670
control,REDUCE##1122,1122,3,2,PIPE_V,228670,229194
control,COPY_OUT##2173,2173,3,2,PIPE_MTE3,229194,229196
control,COPY_IN##2205,2205,3,2,PIPE_MTE2,231342,232983
control,COPY_IN##2209,2209,3,2,PIPE_MTE2,232983,232986
control,ADD##1166,1166,3,2,PIPE_V,232986,233510
control,COPY_IN##2206,2206,3,2,PIPE_MTE2,232986,234628
control,RELU##1167,1167,3,2,PIPE_V,233510,234034
control,RELU##1168,1168,3,2,PIPE_V,234034,234558
control,REDUCE##1169,1169,3,2,PIPE_V,234558,235082
control,COPY_IN##2207,2207,3,2,PIPE_MTE2,234628,235919
control,ADD##1170,1170,3,2,PIPE_V,235082,235606
control,COPY_OUT##2210,2210,3,2,PIPE_MTE3,235082,235087
control,RELU##1171,1171,3,2,PIPE_V,235606,236130
control,COPY_IN##2208,2208,3,2,PIPE_MTE2,235919,237013
control,RELU##1172,1172,3,2,PIPE_V,236130,236654
control,REDUCE##1173,1173,3,2,PIPE_V,236654,237178
control,ADD##1174,1174,3,2,PIPE_V,237178,237702
control,COPY_OUT##2211,2211,3,2,PIPE_MTE3,237178,237180
control,RELU##1175,1175,3,2,PIPE_V,237702,238226
control,RELU##1176,1176,3,2,PIPE_V,238226,238750
control,REDUCE##1177,1177,3,2,PIPE_V,238750,239274
control,ADD##1178,1178,3,2,PIPE_V,239274,239798
control,COPY_OUT##2212,2212,3,2,PIPE_MTE3,239274,239276
control,RELU##1179,1179,3,2,PIPE_V,239798,240322
control,RELU##1180,1180,3,2,PIPE_V,240322,240846
control,REDUCE##1181,1181,3,2,PIPE_V,240846,241370
control,COPY_OUT##2213,2213,3,2,PIPE_MTE3,241370,241372
control,COPY_IN##2245,2245,3,2,PIPE_MTE2,243518,245159
control,COPY_IN##2249,2249,3,2,PIPE_MTE2,245159,245162
control,ADD##1225,1225,3,2,PIPE_V,245162,245686
control,COPY_IN##2246,2246,3,2,PIPE_MTE2,245162,246804
control,RELU##1226,1226,3,2,PIPE_V,245686,246210
control,RELU##1227,1227,3,2,PIPE_V,246210,246734
control,REDUCE##1228,1228,3,2,PIPE_V,246734,247258
control,COPY_IN##2247,2247,3,2,PIPE_MTE2,246804,248095
control,ADD##1229,1229,3,2,PIPE_V,247258,247782
control,COPY_OUT##2250,2250,3,2,PIPE_MTE3,247258,247263
control,RELU##1230,1230,3,2,PIPE_V,247782,248306
control,COPY_IN##2248,2248,3,2,PIPE_MTE2,248095,249189
control,RELU##1231,1231,3,2,PIPE_V,248306,248830
control,REDUCE##1232,1232,3,2,PIPE_V,248830,249354
control,ADD##1233,1233,3,2,PIPE_V,249354,249878
control,COPY_OUT##2251,2251,3,2,PIPE_MTE3,249354,249356
control,RELU##1234,1234,3,2,PIPE_V,249878,250402
control,RELU##1235,1235,3,2,PIPE_V,250402,250926
control,REDUCE##1236,1236,3,2,PIPE_V,250926,251450
control,ADD##1237,1237,3,2,PIPE_V,251450,251974
control,COPY_OUT##2252,2252,3,2,PIPE_MTE3,251450,251452
control,RELU##1238,1238,3,2,PIPE_V,251974,252498
control,RELU##1239,1239,3,2,PIPE_V,252498,253022
control,REDUCE##1240,1240,3,2,PIPE_V,253022,253546
control,COPY_OUT##2253,2253,3,2,PIPE_MTE3,253546,253548
control,COPY_IN##2285,2285,3,2,PIPE_MTE2,255694,257335
control,COPY_IN##2289,2289,3,2,PIPE_MTE2,257335,257338
control,ADD##1284,1284,3,2,PIPE_V,257338,257862
control,COPY_IN##2286,2286,3,2,PIPE_MTE2,257338,258980
control,RELU##1285,1285,3,2,PIPE_V,257862,258386
control,RELU##1286,1286,3,2,PIPE_V,258386,258910
control,REDUCE##1287,1287,3,2,PIPE_V,258910,259434
control,COPY_IN##2287,2287,3,2,PIPE_MTE2,258980,260271
control,ADD##1288,1288,3,2,PIPE_V,259434,259958
control,COPY_OUT##2290,2290,3,2,PIPE_MTE3,259434,259439
control,RELU##1289,1289,3,2,PIPE_V,259958,260482
control,COPY_IN##2288,2288,3,2,PIPE_MTE2,260271,261365
control,RELU##1290,1290,3,2,PIPE_V,260482,261006
control,REDUCE##1291,1291,3,2,PIPE_V,261006,261530
control,ADD##1292,1292,3,2,PIPE_V,261530,262054
control,COPY_OUT##2291,2291,3,2,PIPE_MTE3,261530,261532
control,RELU##1293,1293,3,2,PIPE_V,262054,262578
control,RELU##1294,1294,3,2,PIPE_V,262578,263102
control,REDUCE##1295,1295,3,2,PIPE_V,263102,263626
control,ADD##1296,1296,3,2,PIPE_V,263626,264150
control,COPY_OUT##2292,2292,3,2,PIPE_MTE3,263626,263628
control,RELU##1297,1297,3,2,PIPE_V,264150,264674
control,RELU##1298,1298,3,2,PIPE_V,264674,265198
control,REDUCE##1299,1299,3,2,PIPE_V,265198,265722
control,COPY_OUT##2293,2293,3,2,PIPE_MTE3,265722,265724
control,COPY_IN##2325,2325,3,2,PIPE_MTE2,267870,269511
control,COPY_IN##2329,2329,3,2,PIPE_MTE2,269511,269514
control,ADD##1343,1343,3,2,PIPE_V,269514,270038
control,COPY_IN##2326,2326,3,2,PIPE_MTE2,269514,271156
control,RELU##1344,1344,3,2,PIPE_V,270038,270562
control,RELU##1345,1345,3,2,PIPE_V,270562,271086
control,REDUCE##1346,1346,3,2,PIPE_V,271086,271610
control,COPY_IN##2327,2327,3,2,PIPE_MTE2,271156,272447
control,ADD##1347,1347,3,2,PIPE_V,271610,272134
control,COPY_OUT##2330,2330,3,2,PIPE_MTE3,271610,271615
control,RELU##1348,1348,3,2,PIPE_V,272134,272658
control,COPY_IN##2328,2328,3,2,PIPE_MTE2,272447,273541
control,RELU##1349,1349,3,2,PIPE_V,272658,273182
control,REDUCE##1350,1350,3,2,PIPE_V,273182,273706
control,ADD##1351,1351,3,2,PIPE_V,273706,274230
control,COPY_OUT##2331,2331,3,2,PIPE_MTE3,273706,273708
control,RELU##1352,1352,3,2,PIPE_V,274230,274754
control,RELU##1353,1353,3,2,PIPE_V,274754,275278
control,REDUCE##1354,1354,3,2,PIPE_V,275278,275802
control,ADD##1355,1355,3,2,PIPE_V,275802,276326
control,COPY_OUT##2332,2332,3,2,PIPE_MTE3,275802,275804
control,RELU##1356,1356,3,2,PIPE_V,276326,276850
control,RELU##1357,1357,3,2,PIPE_V,276850,277374
control,REDUCE##1358,1358,3,2,PIPE_V,277374,277898
control,COPY_OUT##2333,2333,3,2,PIPE_MTE3,277898,277900
control,COPY_IN##2365,2365,3,2,PIPE_MTE2,280046,281687
control,COPY_IN##2369,2369,3,2,PIPE_MTE2,281687,281690
control,ADD##1402,1402,3,2,PIPE_V,281690,282214
control,COPY_IN##2366,2366,3,2,PIPE_MTE2,281690,283332
control,RELU##1403,1403,3,2,PIPE_V,282214,282738
control,RELU##1404,1404,3,2,PIPE_V,282738,283262
control,REDUCE##1405,1405,3,2,PIPE_V,283262,283786
control,COPY_IN##2367,2367,3,2,PIPE_MTE2,283332,284623
control,ADD##1406,1406,3,2,PIPE_V,283786,284310
control,COPY_OUT##2370,2370,3,2,PIPE_MTE3,283786,283791
control,RELU##1407,1407,3,2,PIPE_V,284310,284834
control,COPY_IN##2368,2368,3,2,PIPE_MTE2,284623,285717
control,RELU##1408,1408,3,2,PIPE_V,284834,285358
control,REDUCE##1409,1409,3,2,PIPE_V,285358,285882
control,ADD##1410,1410,3,2,PIPE_V,285882,286406
control,COPY_OUT##2371,2371,3,2,PIPE_MTE3,285882,285884
control,RELU##1411,1411,3,2,PIPE_V,286406,286930
control,RELU##1412,1412,3,2,PIPE_V,286930,287454
control,REDUCE##1413,1413,3,2,PIPE_V,287454,287978
control,ADD##1414,1414,3,2,PIPE_V,287978,288502
control,COPY_OUT##2372,2372,3,2,PIPE_MTE3,287978,287980
control,RELU##1415,1415,3,2,PIPE_V,288502,289026
control,RELU##1416,1416,3,2,PIPE_V,289026,289550
control,REDUCE##1417,1417,3,2,PIPE_V,289550,290074
control,COPY_OUT##2373,2373,3,2,PIPE_MTE3,290074,290076
paced,task#0,0,1,0,SUBGRAPH,0,10028
paced,task#3,3,1,0,SUBGRAPH,11028,11174
paced,task#4,4,1,0,SUBGRAPH,11274,13921
paced,task#5,5,1,0,SUBGRAPH,14021,21956
paced,task#8,8,1,0,SUBGRAPH,22656,22802
paced,task#9,9,1,0,SUBGRAPH,22902,25549
paced,task#10,10,1,0,SUBGRAPH,25649,33584
paced,task#13,13,1,0,SUBGRAPH,34284,34430
paced,task#14,14,1,0,SUBGRAPH,34530,37177
paced,task#15,15,1,0,SUBGRAPH,37277,45212
paced,task#18,18,1,0,SUBGRAPH,45912,46058
paced,task#19,19,1,0,SUBGRAPH,46158,48805
paced,task#20,20,1,0,SUBGRAPH,48905,56840
paced,task#23,23,1,0,SUBGRAPH,57540,57686
paced,task#24,24,1,0,SUBGRAPH,57786,60433
paced,task#25,25,1,0,SUBGRAPH,60533,68468
paced,task#28,28,1,0,SUBGRAPH,69168,69314
paced,task#29,29,1,0,SUBGRAPH,69414,72061
paced,task#30,30,1,0,SUBGRAPH,72161,80096
paced,task#33,33,1,0,SUBGRAPH,80796,80942
paced,task#34,34,1,0,SUBGRAPH,81042,83689
paced,task#35,35,1,0,SUBGRAPH,83789,91724
paced,task#38,38,1,0,SUBGRAPH,92424,92570
paced,task#39,39,1,0,SUBGRAPH,92670,95317
paced,task#40,40,1,0,SUBGRAPH,95417,103352
paced,task#43,43,1,0,SUBGRAPH,104052,104198
paced,task#44,44,1,0,SUBGRAPH,104298,106945
paced,task#45,45,1,0,SUBGRAPH,107045,114980
paced,task#48,48,1,0,SUBGRAPH,115680,115826
paced,task#49,49,1,0,SUBGRAPH,115926,118573
paced,task#50,50,1,0,SUBGRAPH,118673,126608
paced,task#53,53,1,0,SUBGRAPH,127308,127454
paced,task#54,54,1,0,SUBGRAPH,127554,130201
paced,task#55,55,1,0,SUBGRAPH,130301,138236
paced,task#58,58,1,0,SUBGRAPH,138936,139082
paced,task#59,59,1,0,SUBGRAPH,139182,141829
paced,task#60,60,1,0,SUBGRAPH,141929,149864
paced,task#63,63,1,0,SUBGRAPH,150564,150710
paced,task#64,64,1,0,SUBGRAPH,150810,153457
paced,task#65,65,1,0,SUBGRAPH,153557,161492
paced,task#68,68,1,0,SUBGRAPH,162192,162338
paced,task#69,69,1,0,SUBGRAPH,162438,165085
paced,task#70,70,1,0,SUBGRAPH,165185,173120
paced,task#73,73,1,0,SUBGRAPH,173820,173966
paced,task#74,74,1,0,SUBGRAPH,174066,176713
paced,task#75,75,1,0,SUBGRAPH,176813,184748
paced,task#78,78,1,0,SUBGRAPH,185448,185594
paced,task#79,79,1,0,SUBGRAPH,185694,188341
paced,task#80,80,1,0,SUBGRAPH,188441,196376
paced,task#83,83,1,0,SUBGRAPH,197076,197222
paced,task#84,84,1,0,SUBGRAPH,197322,199969
paced,task#85,85,1,0,SUBGRAPH,200069,208004
paced,task#88,88,1,0,SUBGRAPH,208704,208850
paced,task#89,89,1,0,SUBGRAPH,208950,211597
paced,task#90,90,1,0,SUBGRAPH,211697,219632
paced,task#93,93,1,0,SUBGRAPH,220332,220478
paced,task#94,94,1,0,SUBGRAPH,220578,223225
paced,task#95,95,1,0,SUBGRAPH,223325,231260
paced,task#98,98,1,0,SUBGRAPH,231960,232106
paced,task#99,99,1,0,SUBGRAPH,232206,234853
paced,task#100,100,1,0,SUBGRAPH,234953,242888
paced,task#103,103,1,0,SUBGRAPH,243588,243734
paced,task#104,104,1,0,SUBGRAPH,243834,246481
paced,task#105,105,1,0,SUBGRAPH,246581,254516
paced,task#108,108,1,0,SUBGRAPH,255216,255362
paced,task#109,109,1,0,SUBGRAPH,255462,258109
paced,task#110,110,1,0,SUBGRAPH,258209,266144
paced,task#113,113,1,0,SUBGRAPH,266844,266990
paced,task#114,114,1,0,SUBGRAPH,267090,269737
paced,task#115,115,1,0,SUBGRAPH,269837,277772
paced,task#118,118,1,0,SUBGRAPH,278472,278618
paced,task#1,1,2,1,SUBGRAPH,0,10028
paced,task#6,6,2,1,SUBGRAPH,12174,21656
paced,task#11,11,2,1,SUBGRAPH,23802,33284
paced,task#16,16,2,1,SUBGRAPH,35430,44912
paced,task#21,21,2,1,SUBGRAPH,47058,56540
paced,task#26,26,2,1,SUBGRAPH,58686,68168
paced,task#31,31,2,1,SUBGRAPH,70314,79796
paced,task#36,36,2,1,SUBGRAPH,81942,91424
paced,task#41,41,2,1,SUBGRAPH,93570,103052
paced,task#46,46,2,1,SUBGRAPH,105198,114680
paced,task#51,51,2,1,SUBGRAPH,116826,126308
paced,task#56,56,2,1,SUBGRAPH,128454,137936
paced,task#61,61,2,1,SUBGRAPH,140082,149564
paced,task#66,66,2,1,SUBGRAPH,151710,161192
paced,task#71,71,2,1,SUBGRAPH,163338,172820
paced,task#76,76,2,1,SUBGRAPH,174966,184448
paced,task#81,81,2,1,SUBGRAPH,186594,196076
paced,task#86,86,2,1,SUBGRAPH,198222,207704
paced,task#91,91,2,1,SUBGRAPH,209850,219332
paced,task#96,96,2,1,SUBGRAPH,221478,230960
paced,task#101,101,2,1,SUBGRAPH,233106,242588
paced,task#106,106,2,1,SUBGRAPH,244734,254216
paced,task#111,111,2,1,SUBGRAPH,256362,265844
paced,task#116,116,2,1,SUBGRAPH,267990,277472
paced,task#2,2,3,2,SUBGRAPH,0,10028
paced,task#7,7,3,2,SUBGRAPH,12174,21656
paced,task#12,12,3,2,SUBGRAPH,23802,33284
paced,task#17,17,3,2,SUBGRAPH,35430,44912
paced,task#22,22,3,2,SUBGRAPH,47058,56540
paced,task#27,27,3,2,SUBGRAPH,58686,68168
paced,task#32,32,3,2,SUBGRAPH,70314,79796
paced,task#37,37,3,2,SUBGRAPH,81942,91424
paced,task#42,42,3,2,SUBGRAPH,93570,103052
paced,task#47,47,3,2,SUBGRAPH,105198,114680
paced,task#52,52,3,2,SUBGRAPH,116826,126308
paced,task#57,57,3,2,SUBGRAPH,128454,137936
paced,task#62,62,3,2,SUBGRAPH,140082,149564
paced,task#67,67,3,2,SUBGRAPH,151710,161192
paced,task#72,72,3,2,SUBGRAPH,163338,172820
paced,task#77,77,3,2,SUBGRAPH,174966,184448
paced,task#82,82,3,2,SUBGRAPH,186594,196076
paced,task#87,87,3,2,SUBGRAPH,198222,207704
paced,task#92,92,3,2,SUBGRAPH,209850,219332
paced,task#97,97,3,2,SUBGRAPH,221478,230960
paced,task#102,102,3,2,SUBGRAPH,233106,242588
paced,task#107,107,3,2,SUBGRAPH,244734,254216
paced,task#112,112,3,2,SUBGRAPH,256362,265844
paced,task#117,117,3,2,SUBGRAPH,267990,277472
paced,COPY_IN##1430,1430,1,0,PIPE_MTE2,0,1641
paced,RELU##13,13,1,0,PIPE_V,1641,2165
paced,COPY_IN##1431,1431,1,0,PIPE_MTE2,1641,3282
paced,RELU##14,14,1,0,PIPE_V,2165,2689
paced,RELU##15,15,1,0,PIPE_V,2689,3213
paced,REDUCE##16,16,1,0,PIPE_V,3213,3737
paced,COPY_IN##1432,1432,1,0,PIPE_MTE2,3282,4926
paced,RELU##17,17,1,0,PIPE_V,3737,4261
paced,COPY_OUT##1434,1434,1,0,PIPE_MTE3,3737,3743
paced,RELU##18,18,1,0,PIPE_V,4261,4785
paced,RELU##19,19,1,0,PIPE_V,4785,5309
paced,COPY_IN##1433,1433,1,0,PIPE_MTE2,4926,6570
paced,REDUCE##20,20,1,0,PIPE_V,5309,5833
paced,RELU##21,21,1,0,PIPE_V,5833,6357
paced,COPY_OUT##1435,1435,1,0,PIPE_MTE3,5833,5839
paced,RELU##22,22,1,0,PIPE_V,6357,6881
paced,RELU##23,23,1,0,PIPE_V,6881,7405
paced,REDUCE##24,24,1,0,PIPE_V,7405,7929
paced,RELU##25,25,1,0,PIPE_V,7929,8453
paced,COPY_OUT##1436,1436,1,0,PIPE_MTE3,7929,7932
paced,RELU##26,26,1,0,PIPE_V,8453,8977
paced,RELU##27,27,1,0,PIPE_V,8977,9501
paced,REDUCE##28,28,1,0,PIPE_V,9501,10025
paced,COPY_OUT##1437,1437,1,0,PIPE_MTE3,10025,10028
paced,COPY_IN##1454,1454,1,0,PIPE_MTE2,11028,11029
paced,COPY_IN##1455,1455,1,0,PIPE_MTE2,11029,11030
paced,ADD##61,61,1,0,PIPE_V,11030,11043
paced,COPY_IN##1456,1456,1,0,PIPE_MTE2,11030,11031
paced,COPY_IN##1457,1457,1,0,PIPE_MTE2,11031,11032
paced,COPY_IN##1458,1458,1,0,PIPE_MTE2,11032,11033
paced,COPY_IN##1459,1459,1,0,PIPE_MTE2,11033,11034
paced,COPY_IN##1460,1460,1,0,PIPE_MTE2,11034,11035
paced,COPY_IN##1461,1461,1,0,PIPE_MTE2,11035,11036
paced,COPY_IN##1462,1462,1,0,PIPE_MTE2,11036,11037
paced,COPY_IN##1463,1463,1,0,PIPE_MTE2,11037,11038
paced,COPY_IN##1464,1464,1,0,PIPE_MTE2,11038,11039
paced,COPY_IN##1465,1465,1,0,PIPE_MTE2,11039,11040
paced,ADD##62,62,1,0,PIPE_V,11043,11056
paced,ADD##67,67,1,0,PIPE_V,11056,11069
paced,ADD##63,63,1,0,PIPE_V,11069,11082
paced,ADD##64,64,1,0,PIPE_V,11082,11095
paced,ADD##68,68,1,0,PIPE_V,11095,11108
paced,ADD##70,70,1,0,PIPE_V,11108,11121
paced,ADD##65,65,1,0,PIPE_V,11121,11134
paced,ADD##66,66,1,0,PIPE_V,11134,11147
paced,ADD##69,69,1,0,PIPE_V,11147,11160
paced,ADD##71,71,1,0,PIPE_V,11160,11173
paced,COPY_OUT##1466,1466,1,0,PIPE_MTE3,11173,11174
paced,COPY_IN##1467,1467,1,0,PIPE_MTE2,11274,11821
paced,COPY_IN##1468,1468,1,0,PIPE_MTE2,11821,11822
paced,ADD##72,72,1,0,PIPE_V,11822,12346
paced,RELU##73,73,1,0,PIPE_V,12346,12870
paced,RELU##74,74,1,0,PIPE_V,12870,13394
paced,REDUCE##75,75,1,0,PIPE_V,13394,13918
paced,COPY_OUT##1469,1469,1,0,PIPE_MTE3,13918,13921
paced,COPY_IN##1470,1470,1,0,PIPE_MTE2,14021,15664
paced,COPY_IN##1473,1473,1,0,PIPE_MTE2,15664,15667
paced,ADD##76,76,1,0,PIPE_V,15667,16191
paced,COPY_IN##1471,1471,1,0,PIPE_MTE2,15667,17308
paced,RELU##77,77,1,0,PIPE_V,16191,16715
paced,RELU##78,78,1,0,PIPE_V,16715,17239
paced,REDUCE##79,79,1,0,PIPE_V,17239,17763
paced,COPY_IN##1472,1472,1,0,PIPE_MTE2,17308,18200
paced,ADD##80,80,1,0,PIPE_V,17763,18287
paced,COPY_OUT##1474,1474,1,0,PIPE_MTE3,17763,17767
paced,RELU##81,81,1,0,PIPE_V,18287,18811
paced,RELU##82,82,1,0,PIPE_V,18811,19335
paced,REDUCE##83,83,1,0,PIPE_V,19335,19859
paced,ADD##84,84,1,0,PIPE_V,19859,20383
paced,COPY_OUT##1475,1475,1,0,PIPE_MTE3,19859,19860
paced,RELU##85,85,1,0,PIPE_V,20383,20907
paced,RELU##86,86,1,0,PIPE_V,20907,21431
paced,REDUCE##87,87,1,0,PIPE_V,21431,21955
paced,COPY_OUT##1476,1476,1,0,PIPE_MTE3,21955,21956
paced,COPY_IN##1495,1495,1,0,PIPE_MTE2,22656,22657
paced,COPY_IN##1496,1496,1,0,PIPE_MTE2,22657,22658
paced,ADD##120,120,1,0,PIPE_V,22658,22671
paced,COPY_IN##1497,1497,1,0,PIPE_MTE2,22658,22659
paced,COPY_IN##1498,1498,1,0,PIPE_MTE2,22659,22660
paced,COPY_IN##1499,1499,1,0,PIPE_MTE2,22660,22661
paced,COPY_IN##1500,1500,1,0,PIPE_MTE2,22661,22662
paced,COPY_IN##1501,1501,1,0,PIPE_MTE2,22662,22663
paced,COPY_IN##1502,1502,1,0,PIPE_MTE2,22663,22664
paced,COPY_IN##1503,1503,1,0,PIPE_MTE2,22664,22665
paced,COPY_IN##1504,1504,1,0,PIPE_MTE2,22665,22666
paced,COPY_IN##1505,1505,1,0,PIPE_MTE2,22666,22667
paced,COPY_IN##1506,1506,1,0,PIPE_MTE2,22667,22668
paced,ADD##121,121,1,0,PIPE_V,22671,22684
paced,ADD##126,126,1,0,PIPE_V,22684,22697
paced,ADD##122,122,1,0,PIPE_V,22697,22710
paced,ADD##123,123,1,0,PIPE_V,22710,22723
paced,ADD##127,127,1,0,PIPE_V,22723,22736
paced,ADD##129,129,1,0,PIPE_V,22736,22749
paced,ADD##124,124,1,0,PIPE_V,22749,22762
paced,ADD##125,125,1,0,PIPE_V,22762,22775
paced,ADD##128,128,1,0,PIPE_V,22775,22788
paced,ADD##130,130,1,0,PIPE_V,22788,22801
paced,COPY_OUT##1507,1507,1,0,PIPE_MTE3,22801,22802
paced,COPY_IN##1508,1508,1,0,PIPE_MTE2,22902,23449
paced,COPY_IN##1509,1509,1,0,PIPE_MTE2,23449,23450
paced,ADD##131,131,1,0,PIPE_V,23450,23974
paced,RELU##132,132,1,0,PIPE_V,23974,24498
paced,RELU##133,133,1,0,PIPE_V,24498,25022
paced,REDUCE##134,134,1,0,PIPE_V,25022,25546
paced,COPY_OUT##1510,1510,1,0,PIPE_MTE3,25546,25549
paced,COPY_IN##1511,1511,1,0,PIPE_MTE2,25649,27292
paced,COPY_IN##1514,1514,1,0,PIPE_MTE2,27292,27295
paced,ADD##135,135,1,0,PIPE_V,27295,27819
paced,COPY_IN##1512,1512,1,0,PIPE_MTE2,27295,28936
paced,RELU##136,136,1,0,PIPE_V,27819,28343
paced,RELU##137,137,1,0,PIPE_V,28343,28867
paced,REDUCE##138,138,1,0,PIPE_V,28867,29391
paced,COPY_IN##1513,1513,1,0,PIPE_MTE2,28936,29828
paced,ADD##139,139,1,0,PIPE_V,29391,29915
paced,COPY_OUT##1515,1515,1,0,PIPE_MTE3,29391,29395
paced,RELU##140,140,1,0,PIPE_V,29915,30439
paced,RELU##141,141,1,0,PIPE_V,30439,30963
paced,REDUCE##142,142,1,0,PIPE_V,30963,31487
paced,ADD##143,143,1,0,PIPE_V,31487,32011
paced,COPY_OUT##1516,1516,1,0,PIPE_MTE3,31487,31488
paced,RELU##144,144,1,0,PIPE_V,32011,32535
paced,RELU##145,145,1,0,PIPE_V,32535,33059
paced,REDUCE##146,146,1,0,PIPE_V,33059,33583
paced,COPY_OUT##1517,1517,1,0,PIPE_MTE3,33583,33584
paced,COPY_IN##1536,1536,1,0,PIPE_MTE2,34284,34285
paced,COPY_IN##1537,1537,1,0,PIPE_MTE2,34285,34286
paced,ADD##179,179,1,0,PIPE_V,34286,34299
paced,COPY_IN##1538,1538,1,0,PIPE_MTE2,34286,34287
paced,COPY_IN##1539,1539,1,0,PIPE_MTE2,34287,34288
paced,COPY_IN##1540,1540,1,0,PIPE_MTE2,34288,34289
paced,COPY_IN##1541,1541,1,0,PIPE_MTE2,34289,34290
paced,COPY_IN##1542,1542,1,0,PIPE_MTE2,34290,34291
paced,COPY_IN##1543,1543,1,0,PIPE_MTE2,34291,34292
paced,COPY_IN##1544,1544,1,0,PIPE_MTE2,34292,34293
paced,COPY_IN##1545,1545,1,0,PIPE_MTE2,34293,34294
paced,COPY_IN##1546,1546,1,0,PIPE_MTE2,34294,34295
paced,COPY_IN##1547,1547,1,0,PIPE_MTE2,34295,34296
paced,ADD##180,180,1,0,PIPE_V,34299,34312
paced,ADD##185,185,1,0,PIPE_V,34312,34325
paced,ADD##181,181,1,0,PIPE_V,34325,34338
paced,ADD##182,182,1,0,PIPE_V,34338,34351
paced,ADD##186,186,1,0,PIPE_V,34351,34364
paced,ADD##188,188,1,0,PIPE_V,34364,34377
paced,ADD##183,183,1,0,PIPE_V,34377,34390
paced,ADD##184,184,1,0,PIPE_V,34390,34403
paced,ADD##187,187,1,0,PIPE_V,34403,34416
paced,ADD##189,189,1,0,PIPE_V,34416,34429
paced,COPY_OUT##1548,1548,1,0,PIPE_MTE3,34429,34430
paced,COPY_IN##1549,1549,1,0,PIPE_MTE2,34530,35077
paced,COPY_IN##1550,1550,1,0,PIPE_MTE2,35077,35078
paced,ADD##190,190,1,0,PIPE_V,35078,35602
paced,RELU##191,191,1,0,PIPE_V,35602,36126
paced,RELU##192,192,1,0,PIPE_V,36126,36650
paced,REDUCE##193,193,1,0,PIPE_V,36650,37174
paced,COPY_OUT##1551,1551,1,0,PIPE_MTE3,37174,37177
paced,COPY_IN##1552,1552,1,0,PIPE_MTE2,37277,38920
paced,COPY_IN##1555,1555,1,0,PIPE_MTE2,38920,38923
paced,ADD##194,194,1,0,PIPE_V,38923,39447
paced,COPY_IN##1553,1553,1,0,PIPE_MTE2,38923,40564
paced,RELU##195,195,1,0,PIPE_V,39447,39971
paced,RELU##196,196,1,0,PIPE_V,39971,40495
paced,REDUCE##197,197,1,0,PIPE_V,40495,41019
paced,COPY_IN##1554,1554,1,0,PIPE_MTE2,40564,41456
paced,ADD##198,198,1,0,PIPE_V,41019,41543
paced,COPY_OUT##1556,1556,1,0,PIPE_MTE3,41019,41023
paced,RELU##199,199,1,0,PIPE_V,41543,42067
paced,RELU##200,200,1,0,PIPE_V,42067,42591
paced,REDUCE##201,201,1,0,PIPE_V,42591,43115
paced,ADD##202,202,1,0,PIPE_V,43115,43639
paced,COPY_OUT##1557,1557,1,0,PIPE_MTE3,43115,43116
paced,RELU##203,203,1,0,PIPE_V,43639,44163
paced,RELU##204,204,1,0,PIPE_V,44163,44687
paced,REDUCE##205,205,1,0,PIPE_V,44687,45211
paced,COPY_OUT##1558,1558,1,0,PIPE_MTE3,45211,45212
paced,COPY_IN##1577,1577,1,0,PIPE_MTE2,45912,45913
paced,COPY_IN##1578,1578,1,0,PIPE_MTE2,45913,45914
paced,ADD##238,238,1,0,PIPE_V,45914,45927
paced,COPY_IN##1579,1579,1,0,PIPE_MTE2,45914,45915
paced,COPY_IN##1580,1580,1,0,PIPE_MTE2,45915,45916
paced,COPY_IN##1581,1581,1,0,PIPE_MTE2,45916,45917
paced,COPY_IN##1582,1582,1,0,PIPE_MTE2,45917,45918
paced,COPY_IN##1583,1583,1,0,PIPE_MTE2,45918,45919
paced,COPY_IN##1584,1584,1,0,PIPE_MTE2,45919,45920
